,Longitude,Latitude,vv,vh
734,-73.936,40.855,269.0,114.0
735,-73.936,40.856,197.0,98.0
736,-73.936,40.857,465.0,352.0
737,-73.935,40.799,292.0,188.0
738,-73.935,40.8,680.0,524.0
739,-73.935,40.801,536.0,421.0
740,-73.935,40.854,320.0,164.0
741,-73.935,40.855,293.0,195.0
742,-73.935,40.856,236.0,181.0
743,-73.935,40.857,269.0,143.0
744,-73.934,40.795,457.0,282.0
745,-73.934,40.796,396.0,284.0
746,-73.934,40.799,444.5,245.0
747,-73.934,40.854,393.5,228.5
748,-73.934,40.855,244.5,106.0
749,-73.933,40.795,381.0,257.5
750,-73.933,40.796,265.5,151.5
751,-73.933,40.798,271.0,142.0
752,-73.933,40.799,454.0,178.0
753,-73.933,40.855,438.0,150.0
754,-73.933,40.856,377.0,199.0
755,-73.933,40.857,217.0,124.0
756,-73.933,40.858,156.5,80.0
757,-73.933,40.859,167.0,85.0
758,-73.932,40.796,366.5,229.0
759,-73.932,40.797,348.5,244.0
760,-73.932,40.798,398.0,236.0
761,-73.932,40.83,312.0,103.0
762,-73.932,40.831,343.0,122.0
763,-73.932,40.832,1356.0,307.0
764,-73.932,40.833,304.0,108.0
765,-73.932,40.857,327.0,201.0
766,-73.932,40.858,278.0,112.0
767,-73.932,40.859,145.0,81.0
768,-73.932,40.86,186.0,95.0
769,-73.931,40.797,326.0,222.0
770,-73.931,40.798,413.0,514.5
771,-73.931,40.81,603.0,181.0
772,-73.931,40.811,513.0,176.0
773,-73.931,40.812,674.0,194.0
774,-73.931,40.813,423.0,232.0
775,-73.931,40.814,491.0,161.0
776,-73.931,40.815,428.0,151.0
777,-73.931,40.816,391.5,129.5
778,-73.931,40.83,314.0,109.0
779,-73.931,40.832,540.0,144.0
780,-73.931,40.833,347.0,110.0
781,-73.931,40.834,262.0,115.0
782,-73.931,40.857,346.0,189.0
783,-73.931,40.858,281.0,173.0
784,-73.931,40.859,221.0,107.0
785,-73.931,40.86,111.0,69.5
786,-73.93,40.808,445.0,171.0
787,-73.93,40.81,1085.5,520.5
788,-73.93,40.811,217.0,117.0
789,-73.93,40.812,346.0,135.0
790,-73.93,40.813,234.0,118.0
791,-73.93,40.814,574.0,237.0
792,-73.93,40.815,575.0,219.5
793,-73.93,40.816,280.5,111.0
794,-73.93,40.817,377.0,93.0
795,-73.93,40.818,348.0,145.0
796,-73.93,40.819,485.5,162.0
797,-73.93,40.83,195.0,92.0
798,-73.93,40.834,299.0,133.0
799,-73.93,40.835,565.0,195.0
800,-73.93,40.857,390.0,190.0
801,-73.93,40.858,508.0,182.0
802,-73.929,40.807,253.0,131.0
803,-73.929,40.808,319.5,153.5
804,-73.929,40.809,319.0,209.0
805,-73.929,40.81,889.0,772.0
806,-73.929,40.812,300.0,132.0
807,-73.929,40.813,228.0,131.0
808,-73.929,40.818,380.0,173.0
809,-73.929,40.819,459.5,161.0
810,-73.929,40.82,287.0,113.0
811,-73.929,40.821,542.0,254.5
812,-73.929,40.829,181.5,80.0
813,-73.929,40.83,270.0,99.5
814,-73.929,40.834,378.0,189.0
815,-73.929,40.835,474.5,236.0
816,-73.929,40.857,498.5,127.5
817,-73.929,40.858,640.5,135.0
818,-73.928,40.807,809.0,596.0
819,-73.928,40.809,261.0,119.5
820,-73.928,40.81,269.0,129.0
821,-73.928,40.811,493.0,222.0
822,-73.928,40.82,179.5,88.5
823,-73.928,40.821,337.5,179.5
824,-73.928,40.822,258.0,119.0
825,-73.928,40.824,451.0,81.0
826,-73.928,40.825,359.0,134.0
827,-73.928,40.826,280.0,134.0
828,-73.928,40.828,122.0,65.0
829,-73.928,40.829,233.0,126.0
830,-73.928,40.834,465.0,185.0
831,-73.928,40.835,331.5,179.0
832,-73.928,40.836,328.0,239.5
833,-73.928,40.837,170.0,89.0
834,-73.928,40.838,425.0,144.0
835,-73.928,40.839,310.0,138.0
836,-73.928,40.857,484.0,158.0
837,-73.927,40.806,581.5,159.0
838,-73.927,40.807,664.0,253.0
839,-73.927,40.81,319.0,169.0
840,-73.927,40.811,277.0,192.0
841,-73.927,40.82,353.0,186.0
842,-73.927,40.821,247.0,145.0
843,-73.927,40.825,288.0,130.0
844,-73.927,40.826,235.0,132.5
845,-73.927,40.828,212.0,78.0
846,-73.927,40.829,127.0,72.0
847,-73.927,40.834,365.0,220.0
848,-73.927,40.835,406.0,218.0
849,-73.927,40.836,384.5,174.0
850,-73.927,40.837,328.0,134.0
851,-73.927,40.838,325.0,120.0
852,-73.927,40.839,341.0,138.0
853,-73.926,40.806,1140.0,523.0
854,-73.926,40.807,526.0,268.0
855,-73.926,40.811,313.0,208.0
856,-73.926,40.812,308.0,146.0
857,-73.926,40.82,1330.0,641.0
858,-73.926,40.821,461.0,285.0
859,-73.926,40.825,273.0,81.0
860,-73.926,40.826,445.0,191.0
861,-73.926,40.827,206.0,121.0
862,-73.926,40.828,253.0,101.0
863,-73.926,40.834,464.0,264.0
864,-73.926,40.835,262.0,133.0
865,-73.926,40.838,399.5,198.5
866,-73.926,40.839,364.0,168.0
867,-73.926,40.84,449.0,148.0
868,-73.926,40.841,334.0,154.0
869,-73.926,40.842,441.0,296.0
870,-73.925,40.806,504.0,353.0
871,-73.925,40.812,301.0,146.5
872,-73.925,40.813,259.0,159.0
873,-73.925,40.821,216.0,100.0
874,-73.925,40.826,1058.0,598.0
875,-73.925,40.827,544.5,262.5
876,-73.925,40.828,324.0,161.0
877,-73.925,40.839,271.5,175.5
878,-73.925,40.84,613.0,176.5
879,-73.925,40.841,406.0,207.0
880,-73.925,40.842,463.0,214.0
881,-73.925,40.843,458.0,236.0
882,-73.925,40.844,556.0,195.0
883,-73.924,40.805,221.5,102.0
884,-73.924,40.806,258.0,160.0
885,-73.924,40.812,284.0,125.0
886,-73.924,40.813,269.5,135.0
887,-73.924,40.821,179.0,86.0
888,-73.924,40.822,291.0,171.0
889,-73.924,40.823,396.0,199.0
890,-73.924,40.843,292.0,218.0
891,-73.924,40.844,517.0,231.0
892,-73.923,40.805,254.0,123.5
893,-73.923,40.809,336.0,192.0
894,-73.923,40.81,303.0,132.0
895,-73.923,40.813,289.0,156.0
896,-73.923,40.814,364.5,249.0
897,-73.923,40.822,240.0,157.5
898,-73.923,40.823,434.0,255.0
899,-73.923,40.824,448.0,237.5
900,-73.923,40.841,598.5,274.5
901,-73.923,40.842,297.0,141.5
902,-73.923,40.843,415.0,180.0
903,-73.923,40.844,325.0,149.0
904,-73.922,40.804,208.0,120.0
905,-73.922,40.805,415.0,141.0
906,-73.922,40.809,458.0,206.0
907,-73.922,40.81,400.0,271.0
908,-73.922,40.811,480.0,258.0
909,-73.922,40.813,242.0,169.0
910,-73.922,40.814,399.0,176.0
911,-73.922,40.823,307.5,172.0
912,-73.922,40.831,375.5,226.5
913,-73.922,40.832,242.0,149.5
914,-73.922,40.841,483.0,238.5
915,-73.922,40.842,377.0,222.0
916,-73.921,40.804,360.0,145.0
917,-73.921,40.805,129.0,71.0
918,-73.921,40.811,291.0,150.5
919,-73.921,40.812,310.0,200.0
920,-73.921,40.814,263.0,131.0
921,-73.921,40.822,267.0,192.0
922,-73.921,40.823,207.0,151.0
923,-73.921,40.831,430.0,319.0
924,-73.921,40.832,311.5,211.0
925,-73.921,40.833,409.0,325.0
926,-73.921,40.834,408.0,464.0
927,-73.921,40.841,355.0,226.0
928,-73.921,40.842,392.0,235.0
929,-73.921,40.843,536.5,226.0
930,-73.92,40.803,377.0,233.0
931,-73.92,40.804,311.0,141.0
932,-73.92,40.812,238.0,167.0
933,-73.92,40.814,196.0,130.0
934,-73.92,40.815,274.0,187.0
935,-73.92,40.822,352.5,158.5
936,-73.92,40.823,328.5,202.0
937,-73.92,40.83,801.5,345.5
938,-73.92,40.831,592.0,307.0
939,-73.92,40.833,419.0,285.0
940,-73.92,40.834,452.0,278.0
941,-73.92,40.835,391.0,191.5
942,-73.92,40.843,486.0,231.5
943,-73.92,40.844,443.0,249.0
944,-73.919,40.804,299.0,137.0
945,-73.919,40.805,233.0,157.0
946,-73.919,40.809,264.0,142.0
947,-73.919,40.814,370.0,238.0
948,-73.919,40.815,310.5,195.5
949,-73.919,40.816,401.0,273.0
950,-73.919,40.821,419.0,162.0
951,-73.919,40.822,473.0,263.0
952,-73.919,40.83,221.0,119.0
953,-73.919,40.831,307.0,165.0
954,-73.919,40.835,284.0,168.0
955,-73.919,40.836,351.0,244.5
956,-73.919,40.837,978.5,279.0
957,-73.919,40.843,363.0,216.0
958,-73.919,40.844,318.0,163.0
959,-73.919,40.845,134.0,62.0
960,-73.918,40.804,269.0,121.0
961,-73.918,40.805,231.0,116.0
962,-73.918,40.809,334.0,182.5
963,-73.918,40.81,287.0,162.0
964,-73.918,40.811,431.5,263.0
965,-73.918,40.815,281.0,151.0
966,-73.918,40.816,464.5,272.0
967,-73.918,40.821,382.0,150.0
968,-73.918,40.822,501.5,228.0
969,-73.918,40.831,487.5,237.0
970,-73.918,40.832,415.0,202.0
971,-73.918,40.833,316.0,162.0
972,-73.918,40.836,714.0,334.0
973,-73.918,40.837,484.0,288.0
974,-73.918,40.838,269.0,159.5
975,-73.918,40.844,297.0,131.0
976,-73.918,40.845,201.0,105.5
977,-73.918,40.846,234.0,109.0
978,-73.917,40.804,287.0,117.5
979,-73.917,40.805,223.0,93.0
980,-73.917,40.81,663.0,421.0
981,-73.917,40.811,424.5,260.0
982,-73.917,40.812,294.0,230.0
983,-73.917,40.815,222.0,125.0
984,-73.917,40.816,414.0,192.0
985,-73.917,40.817,355.0,179.0
986,-73.917,40.818,360.0,196.0
987,-73.917,40.819,308.0,163.0
988,-73.917,40.821,287.0,166.0
989,-73.917,40.822,130.0,103.0
990,-73.917,40.832,457.0,268.0
991,-73.917,40.833,383.0,241.0
992,-73.917,40.834,263.0,193.0
993,-73.917,40.837,250.0,174.0
994,-73.917,40.838,558.0,402.0
995,-73.917,40.839,430.0,218.0
996,-73.917,40.844,257.0,143.0
997,-73.917,40.845,244.0,119.5
998,-73.917,40.846,387.5,174.5
999,-73.916,40.804,195.5,106.0
1000,-73.916,40.812,333.5,211.0
1001,-73.916,40.813,501.0,280.0
1002,-73.916,40.814,320.0,234.0
1003,-73.916,40.816,519.0,324.0
1004,-73.916,40.817,390.0,214.0
1005,-73.916,40.818,357.0,247.0
1006,-73.916,40.819,371.5,271.0
1007,-73.916,40.82,360.0,220.5
1008,-73.916,40.821,287.0,170.0
1009,-73.916,40.834,196.0,113.0
1010,-73.916,40.835,508.0,245.0
1011,-73.916,40.836,471.0,349.0
1012,-73.916,40.839,426.0,207.0
1013,-73.916,40.84,206.0,111.0
1014,-73.916,40.843,341.0,181.0
1015,-73.916,40.844,273.0,133.0
1016,-73.915,40.804,276.0,187.0
1017,-73.915,40.805,300.0,182.0
1018,-73.915,40.806,378.0,129.0
1019,-73.915,40.814,365.5,239.0
1020,-73.915,40.815,527.0,346.0
1021,-73.915,40.816,463.5,208.0
1022,-73.915,40.817,405.0,279.0
1023,-73.915,40.818,398.0,229.0
1024,-73.915,40.819,552.0,281.0
1025,-73.915,40.826,318.0,161.0
1026,-73.915,40.827,415.5,177.0
1027,-73.915,40.835,499.0,311.0
1028,-73.915,40.836,449.0,242.0
1029,-73.915,40.839,456.0,245.0
1030,-73.915,40.84,261.0,112.0
1031,-73.915,40.843,601.5,197.5
1032,-73.915,40.844,208.5,139.0
1033,-73.915,40.845,234.0,207.0
1034,-73.914,40.805,335.5,202.5
1035,-73.914,40.806,334.0,178.0
1036,-73.914,40.816,517.5,187.0
1037,-73.914,40.817,534.0,306.0
1038,-73.914,40.818,594.0,279.0
1039,-73.914,40.819,353.0,218.0
1040,-73.914,40.82,386.0,203.0
1041,-73.914,40.826,492.0,320.0
1042,-73.914,40.827,336.0,166.0
1043,-73.914,40.83,275.0,163.5
1044,-73.914,40.831,283.0,177.0
1045,-73.914,40.835,199.0,127.0
1046,-73.914,40.836,409.0,266.0
1047,-73.914,40.839,323.0,162.0
1048,-73.914,40.844,311.0,160.0
1049,-73.914,40.845,280.0,137.0
1050,-73.913,40.805,351.0,247.0
1051,-73.913,40.817,1351.5,286.5
1052,-73.913,40.818,558.0,237.0
1053,-73.913,40.819,323.0,233.0
1054,-73.913,40.82,362.0,191.0
1055,-73.913,40.821,266.5,188.0
1056,-73.913,40.827,247.0,122.0
1057,-73.913,40.828,388.0,261.0
1058,-73.913,40.829,257.5,177.0
1059,-73.913,40.83,374.0,197.0
1060,-73.913,40.831,353.0,171.5
1061,-73.913,40.835,145.0,107.0
1062,-73.913,40.836,170.0,103.0
1063,-73.913,40.838,567.0,243.0
1064,-73.913,40.839,229.0,146.5
1065,-73.913,40.844,302.0,140.0
1066,-73.913,40.845,348.0,234.0
1067,-73.912,40.804,208.0,91.0
1068,-73.912,40.805,256.0,145.0
1069,-73.912,40.819,716.0,304.5
1070,-73.912,40.82,414.0,255.0
1071,-73.912,40.821,306.0,178.5
1072,-73.912,40.822,251.0,145.0
1073,-73.912,40.828,727.0,266.0
1074,-73.912,40.829,353.0,177.0
1075,-73.912,40.83,307.5,226.0
1076,-73.912,40.835,506.0,289.0
1077,-73.912,40.838,234.0,118.0
1078,-73.912,40.839,371.0,114.0
1079,-73.912,40.845,444.0,202.0
1080,-73.911,40.804,202.0,109.0
1081,-73.911,40.805,271.0,205.0
1082,-73.911,40.806,227.0,99.0
1083,-73.911,40.819,860.5,392.0
1084,-73.911,40.82,1422.0,1113.0
1085,-73.911,40.821,272.5,123.0
1086,-73.911,40.822,520.0,242.0
1087,-73.911,40.825,352.0,242.0
1088,-73.911,40.829,410.0,236.5
1089,-73.911,40.833,276.0,129.0
1090,-73.911,40.834,273.0,153.0
1091,-73.911,40.835,263.0,129.0
1092,-73.911,40.838,243.0,98.0
1093,-73.911,40.839,208.0,111.0
1094,-73.911,40.84,476.0,203.5
1095,-73.911,40.845,309.0,111.5
1096,-73.91,40.803,416.0,182.0
1097,-73.91,40.804,346.0,151.0
1098,-73.91,40.805,289.5,121.0
1099,-73.91,40.806,297.0,148.0
1100,-73.91,40.81,259.5,111.5
1101,-73.91,40.811,249.0,115.0
1102,-73.91,40.812,179.5,92.0
1103,-73.91,40.819,352.0,208.0
1104,-73.91,40.824,400.5,277.0
1105,-73.91,40.825,304.5,167.0
1106,-73.91,40.826,339.5,186.0
1107,-73.91,40.827,283.0,159.0
1108,-73.91,40.833,341.0,149.0
1109,-73.91,40.834,272.0,157.0
1110,-73.91,40.835,320.0,207.0
1111,-73.91,40.839,460.0,222.0
1112,-73.91,40.84,270.0,106.0
1113,-73.91,40.841,559.0,152.5
1114,-73.91,40.842,435.0,122.0
1115,-73.91,40.843,301.0,138.0
1116,-73.91,40.844,387.0,121.0
1117,-73.91,40.845,251.0,110.0
1118,-73.909,40.803,309.0,157.0
1119,-73.909,40.804,1173.0,352.0
1120,-73.909,40.805,286.0,206.0
1121,-73.909,40.806,179.0,110.0
1122,-73.909,40.807,230.0,121.0
1123,-73.909,40.81,275.0,141.0
1124,-73.909,40.811,156.0,83.0
1125,-73.909,40.812,195.0,120.0
1126,-73.909,40.813,364.0,194.0
1127,-73.909,40.819,484.0,246.0
1128,-73.909,40.82,546.0,378.0
1129,-73.909,40.824,528.0,233.0
1130,-73.909,40.825,223.0,103.0
1131,-73.909,40.826,310.0,242.0
1132,-73.909,40.827,325.0,167.0
1133,-73.909,40.828,313.0,134.0
1134,-73.909,40.829,166.0,83.0
1135,-73.909,40.841,898.0,121.0
1136,-73.909,40.842,710.0,114.0
1137,-73.909,40.843,404.0,316.0
1138,-73.909,40.844,392.0,133.5
1139,-73.909,40.845,317.0,131.0
1140,-73.908,40.802,457.5,166.0
1141,-73.908,40.803,383.0,164.0
1142,-73.908,40.804,318.0,219.0
1143,-73.908,40.805,294.0,266.0
1144,-73.908,40.806,214.0,115.0
1145,-73.908,40.807,292.0,145.0
1146,-73.908,40.808,313.0,153.0
1147,-73.908,40.809,224.0,129.0
1148,-73.908,40.81,295.0,177.0
1149,-73.908,40.819,294.5,190.5
1150,-73.908,40.82,292.0,171.0
1151,-73.908,40.821,293.0,170.0
1152,-73.908,40.824,295.5,153.5
1153,-73.908,40.825,284.0,147.0
1154,-73.908,40.826,396.0,392.0
1155,-73.908,40.828,264.5,129.0
1156,-73.908,40.829,349.0,210.0
1157,-73.908,40.83,377.5,182.0
1158,-73.908,40.831,402.0,200.0
1159,-73.908,40.844,328.0,145.0
1160,-73.908,40.845,421.0,178.0
1161,-73.907,40.802,530.5,274.5
1162,-73.907,40.803,184.0,101.0
1163,-73.907,40.804,240.0,152.0
1164,-73.907,40.805,213.0,146.0
1165,-73.907,40.806,236.0,176.0
1166,-73.907,40.807,205.0,111.0
1167,-73.907,40.809,209.5,93.0
1168,-73.907,40.81,235.0,136.0
1169,-73.907,40.813,386.0,230.0
1170,-73.907,40.814,434.0,191.0
1171,-73.907,40.815,505.0,171.0
1172,-73.907,40.816,303.5,207.5
1173,-73.907,40.821,259.0,139.0
1174,-73.907,40.825,354.0,174.0
1175,-73.907,40.826,378.0,209.5
1176,-73.907,40.83,301.0,195.0
1177,-73.907,40.831,303.0,225.0
1178,-73.907,40.832,351.0,212.5
1179,-73.907,40.844,271.0,124.0
1180,-73.907,40.845,420.5,269.5
1181,-73.906,40.803,196.5,102.0
1182,-73.906,40.804,467.0,191.0
1183,-73.906,40.805,340.0,222.0
1184,-73.906,40.807,321.0,149.0
1185,-73.906,40.808,497.0,348.0
1186,-73.906,40.812,901.5,348.0
1187,-73.906,40.813,537.0,227.0
1188,-73.906,40.814,389.0,305.0
1189,-73.906,40.815,357.0,158.0
1190,-73.906,40.816,382.0,228.0
1191,-73.906,40.826,368.0,284.0
1192,-73.906,40.827,503.0,295.0
1193,-73.906,40.832,286.0,153.0
1194,-73.906,40.833,323.0,174.0
1195,-73.906,40.843,349.0,173.0
1196,-73.906,40.844,350.0,157.0
1197,-73.906,40.845,313.0,140.0
1198,-73.905,40.804,188.0,101.0
1199,-73.905,40.807,190.0,118.0
1200,-73.905,40.808,277.0,131.0
1201,-73.905,40.809,468.0,188.0
1202,-73.905,40.812,506.0,334.0
1203,-73.905,40.813,401.0,291.0
1204,-73.905,40.815,613.0,273.0
1205,-73.905,40.816,611.0,372.0
1206,-73.905,40.827,459.0,288.0
1207,-73.905,40.828,583.0,471.0
1208,-73.905,40.833,244.0,130.0
1209,-73.905,40.834,382.5,165.0
1210,-73.905,40.843,351.0,108.0
1211,-73.905,40.844,339.0,163.0
1212,-73.905,40.845,334.0,210.0
1213,-73.904,40.808,272.0,116.0
1214,-73.904,40.809,335.0,167.0
1215,-73.904,40.811,536.0,251.0
1216,-73.904,40.812,594.0,238.0
1217,-73.904,40.813,211.5,84.0
1218,-73.904,40.815,563.0,189.5
1219,-73.904,40.816,352.0,180.0
1220,-73.904,40.817,304.0,151.0
1221,-73.904,40.818,505.0,136.0
1222,-73.904,40.827,404.5,281.0
1223,-73.904,40.828,329.0,222.0
1224,-73.904,40.832,446.0,217.0
1225,-73.904,40.833,304.0,171.0
1226,-73.904,40.834,281.0,156.0
1227,-73.904,40.835,325.5,160.5
1228,-73.903,40.806,300.0,131.0
1229,-73.903,40.807,281.0,97.0
1230,-73.903,40.808,243.0,106.0
1231,-73.903,40.809,249.0,136.0
1232,-73.903,40.81,479.0,257.0
1233,-73.903,40.811,925.0,439.0
1234,-73.903,40.812,336.0,224.0
1235,-73.903,40.817,440.0,176.0
1236,-73.903,40.818,423.5,188.0
1237,-73.903,40.828,331.0,259.0
1238,-73.903,40.829,295.0,169.0
1239,-73.903,40.832,590.0,254.0
1240,-73.903,40.833,334.0,210.0
1241,-73.903,40.834,156.0,148.0
1242,-73.903,40.835,297.0,148.0
1243,-73.903,40.836,403.0,247.5
1244,-73.903,40.839,307.0,150.5
1245,-73.902,40.805,453.0,257.0
1246,-73.902,40.806,221.0,127.5
1247,-73.902,40.807,294.0,106.0
1248,-73.902,40.808,237.0,91.0
1249,-73.902,40.817,272.0,151.0
1250,-73.902,40.818,497.0,492.0
1251,-73.902,40.829,530.0,240.0
1252,-73.902,40.83,553.0,342.0
1253,-73.902,40.831,575.0,275.0
1254,-73.902,40.832,695.0,339.0
1255,-73.902,40.833,207.0,142.0
1256,-73.902,40.834,277.0,170.0
1257,-73.902,40.835,333.0,181.0
1258,-73.902,40.836,401.0,164.0
1259,-73.902,40.838,401.0,267.0
1260,-73.902,40.839,386.0,170.0
1261,-73.902,40.84,308.0,176.0
1262,-73.902,40.841,352.0,184.0
1263,-73.901,40.805,285.0,101.5
1264,-73.901,40.816,372.0,144.0
1265,-73.901,40.817,507.0,236.5
1266,-73.901,40.83,302.5,162.0
1267,-73.901,40.831,310.0,152.5
1268,-73.901,40.832,223.0,105.5
1269,-73.901,40.835,210.0,120.0
1270,-73.901,40.836,231.0,145.0
1271,-73.901,40.838,284.0,135.0
1272,-73.901,40.841,372.0,187.0
1273,-73.901,40.842,365.0,207.0
1274,-73.9,40.805,396.0,80.0
1275,-73.9,40.806,383.0,63.0
1276,-73.9,40.809,485.0,160.0
1277,-73.9,40.81,597.0,216.0
1278,-73.9,40.813,286.0,98.0
1279,-73.9,40.814,443.0,164.0
1280,-73.9,40.815,425.0,153.0
1281,-73.9,40.816,991.0,197.0
1282,-73.9,40.831,373.0,165.0
1283,-73.9,40.832,247.0,165.0
1284,-73.9,40.837,330.5,161.5
1285,-73.9,40.838,357.0,171.0
1286,-73.9,40.841,443.0,187.0
1287,-73.899,40.805,445.0,75.0
1288,-73.899,40.806,306.0,75.0
1289,-73.899,40.807,382.0,97.5
1290,-73.899,40.808,370.0,125.0
1291,-73.899,40.809,598.5,190.5
1292,-73.899,40.81,416.0,146.0
1293,-73.899,40.811,374.5,132.0
1294,-73.899,40.813,224.0,84.0
1295,-73.899,40.814,259.0,94.0
1296,-73.899,40.815,384.0,184.0
1297,-73.899,40.817,258.0,86.0
1298,-73.899,40.818,369.5,183.0
1299,-73.899,40.819,344.0,194.0
1300,-73.899,40.832,382.0,182.0
1301,-73.899,40.833,352.5,217.0
1302,-73.899,40.836,233.0,135.0
1303,-73.899,40.837,256.5,125.0
1304,-73.899,40.841,227.5,108.0
1305,-73.899,40.842,284.0,119.0
1306,-73.898,40.806,342.0,99.0
1307,-73.898,40.808,2037.0,113.0
1308,-73.898,40.809,2321.0,116.5
1309,-73.898,40.81,1247.0,129.0
1310,-73.898,40.811,361.0,125.0
1311,-73.898,40.814,569.0,218.0
1312,-73.898,40.815,417.0,273.0
1313,-73.898,40.816,362.0,211.0
1314,-73.898,40.817,298.0,165.0
1315,-73.898,40.818,264.0,130.5
1316,-73.898,40.819,292.0,109.0
1317,-73.898,40.82,275.0,112.0
1318,-73.898,40.832,392.0,193.0
1319,-73.898,40.833,353.0,145.0
1320,-73.898,40.835,224.0,121.0
1321,-73.898,40.836,225.0,121.0
1322,-73.898,40.837,199.0,97.0
1323,-73.898,40.838,167.5,87.0
1324,-73.898,40.842,235.0,117.0
1325,-73.898,40.843,301.0,139.0
1326,-73.898,40.844,328.0,141.5
1327,-73.897,40.808,1611.0,97.0
1328,-73.897,40.809,816.0,86.0
1329,-73.897,40.815,410.0,309.0
1330,-73.897,40.816,389.0,182.0
1331,-73.897,40.817,278.0,149.0
1332,-73.897,40.819,178.0,86.0
1333,-73.897,40.82,311.0,112.0
1334,-73.897,40.833,418.5,140.0
1335,-73.897,40.834,373.0,158.0
1336,-73.897,40.835,288.0,142.5
1337,-73.897,40.837,170.0,78.0
1338,-73.897,40.838,189.0,112.0
1339,-73.897,40.839,289.0,148.0
1340,-73.897,40.844,281.0,124.0
1341,-73.896,40.808,1076.5,76.5
1342,-73.896,40.809,530.0,76.0
1343,-73.896,40.81,541.0,181.0
1344,-73.896,40.811,1088.5,105.5
1345,-73.896,40.812,1114.0,116.0
1346,-73.896,40.813,565.0,203.0
1347,-73.896,40.817,232.0,190.0
1348,-73.896,40.818,269.0,140.0
1349,-73.896,40.819,154.0,74.0
1350,-73.896,40.82,206.0,114.0
1351,-73.896,40.833,436.0,126.0
1352,-73.896,40.834,428.5,171.5
1353,-73.896,40.839,223.0,107.0
1354,-73.896,40.84,219.0,100.0
1355,-73.896,40.841,171.0,106.0
1356,-73.896,40.844,186.0,105.0
1357,-73.895,40.809,395.0,82.0
1358,-73.895,40.81,466.0,89.0
1359,-73.895,40.811,397.0,59.0
1360,-73.895,40.812,536.0,96.0
1361,-73.895,40.813,427.0,168.0
1362,-73.895,40.817,393.5,236.5
1363,-73.895,40.818,453.0,255.5
1364,-73.895,40.84,206.0,90.0
1365,-73.895,40.841,175.0,97.5
1366,-73.895,40.842,167.0,95.0
1367,-73.895,40.844,168.0,79.5
1368,-73.894,40.809,424.0,109.0
1369,-73.894,40.818,503.0,240.0
1370,-73.894,40.819,373.5,205.5
1371,-73.894,40.842,225.0,117.0
1372,-73.894,40.844,295.0,119.0
1373,-73.894,40.845,234.0,118.0
1374,-73.893,40.809,486.5,91.0
1375,-73.893,40.81,1316.0,230.5
1376,-73.893,40.817,252.0,137.0
1377,-73.893,40.818,438.0,215.0
1378,-73.893,40.819,254.0,153.0
1379,-73.893,40.82,390.5,195.0
1380,-73.893,40.841,174.0,86.0
1381,-73.893,40.842,315.5,181.0
1382,-73.893,40.843,369.0,239.5
1383,-73.893,40.844,293.5,155.0
1384,-73.893,40.845,330.5,187.5
1385,-73.892,40.809,491.0,119.0
1386,-73.892,40.81,571.0,89.0
1387,-73.892,40.815,550.5,366.5
1388,-73.892,40.816,298.0,171.0
1389,-73.892,40.817,205.5,138.0
1390,-73.892,40.819,322.0,167.0
1391,-73.892,40.82,397.0,202.0
1392,-73.892,40.821,421.0,261.0
1393,-73.892,40.822,1196.0,329.0
1394,-73.892,40.823,424.0,135.5
1395,-73.892,40.824,339.0,127.0
1396,-73.892,40.825,439.0,177.0
1397,-73.892,40.841,164.0,87.0
1398,-73.892,40.842,349.0,194.0
1399,-73.892,40.844,200.0,110.0
1400,-73.891,40.809,692.0,97.0
1401,-73.891,40.81,1208.5,142.0
1402,-73.891,40.814,584.0,299.0
1403,-73.891,40.815,487.0,252.0
1404,-73.891,40.82,603.0,278.0
1405,-73.891,40.821,465.0,176.0
1406,-73.891,40.822,1095.5,280.0
1407,-73.891,40.823,417.5,133.5
1408,-73.891,40.825,491.0,178.0
1409,-73.891,40.842,303.0,165.5
1410,-73.89,40.807,772.0,59.0
1411,-73.89,40.808,980.0,66.0
1412,-73.89,40.809,584.0,92.0
1413,-73.89,40.81,629.5,96.5
1414,-73.89,40.814,534.0,108.0
1415,-73.89,40.819,328.0,160.0
1416,-73.89,40.82,256.0,159.0
1417,-73.89,40.821,491.0,132.0
1418,-73.89,40.825,303.0,151.0
1419,-73.89,40.826,449.0,150.0
1420,-73.889,40.806,255.5,106.0
1421,-73.889,40.807,886.0,98.0
1422,-73.889,40.808,1113.0,63.0
1423,-73.889,40.814,641.0,118.0
1424,-73.889,40.817,460.0,143.0
1425,-73.889,40.818,419.0,161.0
1426,-73.889,40.819,414.0,172.5
1427,-73.889,40.82,367.0,200.0
1428,-73.889,40.821,607.0,169.0
1429,-73.889,40.822,496.0,155.0
1430,-73.889,40.823,318.0,108.0
1431,-73.889,40.824,370.0,129.5
1432,-73.889,40.825,258.0,116.0
1433,-73.889,40.826,400.0,170.0
1434,-73.888,40.806,320.0,111.5
1435,-73.888,40.807,1138.0,276.0
1436,-73.888,40.813,661.0,134.0
1437,-73.888,40.814,772.0,118.0
1438,-73.888,40.816,1230.5,178.0
1439,-73.888,40.817,369.0,118.0
1440,-73.888,40.818,453.0,148.0
1441,-73.888,40.82,356.0,169.0
1442,-73.888,40.821,325.0,168.0
1443,-73.888,40.822,274.0,103.5
1444,-73.888,40.823,376.5,98.0
