,Longitude,Latitude,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
216,-73.967,40.8,1607.0,1821.5,1982.0,2216.5,2304.0,2511.0,2644.5,2685.0,2621.0,2814.0,2719.5
217,-73.967,40.802,920.25,985.0,1111.75,1263.0,1257.25,1411.5,1461.75,1551.5,1500.0,1529.5,1325.5
218,-73.967,40.803,1154.0,883.0,942.5,951.5,1375.0,1530.5,1795.5,1788.0,1754.5,1575.5,1348.0
219,-73.967,40.804,1135.5,1175.0,1296.0,1424.0,1476.0,1475.5,1520.5,1655.0,1517.0,1623.0,1419.0
220,-73.967,40.806,899.75,494.5,615.5,511.5,941.0,2094.5,2409.5,2146.0,2593.0,1634.0,1052.5
221,-73.967,40.807,1051.5,617.5,705.5,637.5,1063.5,1704.5,1956.5,1769.0,2011.5,1659.5,1175.0
222,-73.967,40.808,622.0,887.5,1026.5,1041.0,1121.5,2035.5,2160.5,2125.0,2351.0,1725.0,1093.0
223,-73.966,40.761,1128.0,1425.0,1635.0,1822.0,1740.5,2079.0,2235.5,1955.0,2273.5,2296.0,2104.0
224,-73.966,40.762,1201.5,1106.0,1241.0,1400.0,1765.0,1751.0,1868.5,1543.0,1859.0,2103.0,1897.5
225,-73.966,40.784,503.0,651.5,772.0,693.75,1029.5,2610.75,3199.5,3112.0,3370.5,1981.0,1095.0
226,-73.966,40.793,918.0,719.0,897.5,762.0,1190.0,2293.5,2750.5,2905.0,2896.0,1846.5,1173.5
227,-73.966,40.794,918.0,1606.0,1862.0,1997.5,1538.75,1931.75,2155.25,2613.5,2245.25,2015.25,1635.5
228,-73.966,40.799,1167.5,1197.0,1418.0,1534.0,1437.0,2135.5,2309.5,2378.0,2533.0,2282.5,1873.5
229,-73.966,40.8,1443.5,1246.0,1383.5,1464.5,1704.0,1922.5,2070.75,2041.5,2104.0,2223.75,1990.25
230,-73.966,40.804,1268.0,1154.0,1306.0,1331.0,1515.5,1674.5,1700.5,1525.0,1717.0,1914.5,1709.0
231,-73.966,40.808,701.5,858.5,919.5,916.5,1124.5,1858.5,2094.5,1876.0,2260.0,1850.0,1285.0
232,-73.966,40.809,1211.5,1161.0,1196.0,1257.0,1778.5,2099.5,2178.0,2208.0,2260.0,2038.5,1803.0
233,-73.965,40.761,1068.5,1225.5,1368.0,1320.0,1740.5,1801.5,1967.0,1941.0,1987.5,2239.5,2179.0
234,-73.965,40.783,632.5,1101.0,1166.0,1156.0,1250.5,1979.0,2261.5,1879.0,2336.5,1682.0,1233.0
235,-73.965,40.784,639.5,756.75,891.5,811.0,1164.0,2343.5,2795.0,2775.0,2894.0,1810.25,1192.0
236,-73.965,40.792,706.5,563.0,691.0,645.5,1069.0,1757.5,2029.0,2022.0,2152.5,1634.5,1219.0
237,-73.965,40.793,688.5,729.5,812.5,780.5,1272.5,2039.5,2289.0,2294.0,2375.5,2027.5,1613.75
238,-73.965,40.799,1181.5,1050.0,1398.0,1394.0,1744.0,2267.5,2405.0,2537.0,2523.5,2440.5,1740.5
239,-73.965,40.8,1167.5,3104.0,3183.0,3357.0,2872.0,2980.0,3162.5,3574.0,3117.5,3262.0,3250.0
240,-73.965,40.808,1211.5,1366.0,1524.0,1622.0,1885.0,1950.0,2077.0,1861.0,2113.5,2122.5,1864.0
241,-73.965,40.809,1211.5,1294.0,1544.0,1622.0,1827.5,2160.5,2339.0,2155.0,2355.5,2125.0,1827.5
242,-73.964,40.76,856.5,899.5,1100.0,1153.0,1292.5,1415.0,1494.0,1475.0,1559.0,1651.5,1501.0
243,-73.964,40.761,804.5,634.5,803.5,730.5,944.0,1856.0,1944.0,1768.0,1983.5,1568.0,1030.0
244,-73.964,40.782,371.5,390.5,484.0,317.25,731.5,2637.0,3425.0,3487.5,3630.0,1710.5,833.5
245,-73.964,40.783,548.5,657.0,840.25,754.25,1032.0,2433.0,2893.5,2675.0,2904.5,1826.0,1074.5
246,-73.964,40.784,566.5,476.0,588.25,459.0,828.5,2442.0,2966.0,2971.0,3118.5,1697.5,936.5
247,-73.964,40.792,481.5,413.0,592.0,402.5,802.0,2216.5,2487.0,2774.0,2705.5,1651.0,876.0
248,-73.964,40.793,706.5,779.0,872.0,857.5,1300.5,2216.5,2487.0,2488.0,2705.5,2291.0,1810.0
249,-73.964,40.799,1554.0,1299.0,1390.0,1415.0,2143.0,2561.5,2538.5,2266.0,2698.0,2816.5,2531.5
250,-73.964,40.803,1000.0,1320.0,1458.0,1601.0,1725.5,2128.0,2511.5,2302.0,2475.0,2198.5,1862.5
251,-73.964,40.808,1177.5,1094.0,1253.5,1339.5,1656.5,1729.0,1863.0,1827.0,1938.5,1943.5,1707.0
252,-73.964,40.809,1058.5,623.5,863.0,771.0,1209.5,1983.0,2231.0,2251.0,2293.0,1690.5,1267.5
253,-73.963,40.76,928.0,745.0,897.5,866.5,1091.5,1588.0,1790.5,1745.0,1833.0,1476.5,1172.5
254,-73.963,40.781,395.0,393.0,581.5,397.5,841.0,2580.0,3164.0,3110.0,3280.5,1681.0,921.0
255,-73.963,40.782,398.0,419.5,552.5,412.5,783.5,2544.5,3214.5,3282.0,3393.5,1846.0,935.5
256,-73.963,40.783,427.5,468.75,596.5,511.75,920.25,2265.5,2816.0,2623.5,2889.25,1799.5,1069.25
257,-73.963,40.791,433.0,822.75,969.75,979.0,1028.75,2181.5,2616.5,2492.0,2802.25,1761.25,1077.5
258,-73.963,40.792,440.5,406.0,565.0,387.0,831.5,2472.0,3143.0,3110.0,3258.5,1764.5,880.0
259,-73.963,40.798,1959.0,1462.5,1619.0,1665.0,2671.5,2805.5,2964.5,2493.5,2887.0,3492.5,3330.5
260,-73.963,40.799,1834.0,1235.0,1359.0,1387.0,1916.0,2215.5,2416.5,2319.0,2386.5,2585.5,2323.0
261,-73.963,40.802,721.0,857.0,1036.25,1022.5,1189.5,1891.0,2049.5,2158.5,2068.5,1588.5,1179.5
262,-73.963,40.803,721.0,866.0,1012.75,1006.75,1279.5,1832.25,2023.25,2033.0,2027.75,1667.0,1234.0
263,-73.963,40.808,1058.5,710.5,852.25,739.25,839.0,1630.0,1766.5,1247.0,1872.5,1413.0,1003.75
264,-73.963,40.809,1058.5,797.5,966.5,919.0,1209.5,1983.0,2231.0,2096.0,2293.0,1690.5,1222.5
265,-73.963,40.81,1175.5,628.5,841.5,663.5,1459.5,2316.0,2533.5,2443.0,2556.5,2110.5,1562.0
266,-73.962,40.759,895.5,681.5,781.0,877.0,968.0,1074.0,971.0,989.5,1088.5,1159.0,1010.5
267,-73.962,40.76,1020.0,1103.5,1238.5,1402.0,1512.0,1525.5,1424.0,1524.0,1610.0,1499.5,1381.0
268,-73.962,40.78,978.0,1298.0,1400.0,1593.0,1576.5,2374.5,2727.0,2751.0,2726.5,2064.0,1529.0
269,-73.962,40.781,601.0,774.0,993.5,1070.5,1425.0,2369.0,2767.75,2772.0,2894.5,2043.0,1467.0
270,-73.962,40.791,376.0,430.5,608.0,467.5,791.0,2267.5,2929.5,2666.0,3096.0,1668.5,922.0
271,-73.962,40.792,419.5,564.0,717.5,602.0,838.5,2103.0,2603.0,2203.0,2686.0,1695.0,958.5
272,-73.962,40.798,1489.25,1279.5,1384.5,1527.0,2157.0,2363.0,2564.5,2322.0,2508.0,2449.5,2197.5
273,-73.962,40.802,1089.0,1298.0,1499.0,1652.0,1818.0,2029.0,2284.0,2243.0,2372.0,2372.0,2144.0
274,-73.962,40.81,1156.0,887.5,879.5,921.0,1148.5,1327.5,1372.0,1223.0,1418.5,1549.0,1266.0
275,-73.962,40.811,904.5,1219.0,1306.0,1449.0,1523.0,1689.0,1633.0,1584.0,1711.5,1620.5,1443.0
276,-73.961,40.759,1086.5,850.5,1068.0,1142.0,1328.5,1649.5,1665.5,1708.0,1804.0,1548.5,1265.0
277,-73.961,40.76,895.5,1534.0,1706.0,1908.0,1765.0,1756.5,1846.5,1856.0,1769.5,1685.5,1410.5
278,-73.961,40.772,943.5,1256.0,1415.0,1530.0,1821.5,1865.0,2024.5,1813.0,1873.5,2031.5,1952.5
279,-73.961,40.773,1062.5,1151.0,1371.0,1621.0,1605.75,1754.75,1770.0,1781.0,1739.75,1963.75,1743.5
280,-73.961,40.78,919.0,1113.0,1179.0,1249.0,1388.5,1665.5,1751.0,1888.0,1805.0,1758.0,1360.5
281,-73.961,40.781,978.0,730.0,993.5,1070.5,1518.5,2263.5,2446.5,2410.0,2617.0,2207.5,1681.0
282,-73.961,40.79,561.0,361.5,513.5,325.5,933.0,2950.0,3682.5,3467.0,3924.5,1928.0,1054.0
283,-73.961,40.791,336.0,372.5,544.25,385.0,803.75,2363.75,2982.5,2961.5,3240.5,1614.0,841.25
284,-73.961,40.797,889.5,1228.0,1301.0,1348.0,2211.5,2449.0,2624.5,2547.0,2488.5,2414.5,2248.5
285,-73.961,40.798,936.5,869.5,1018.0,1031.0,1271.0,1849.0,2048.0,1892.0,2101.5,1650.5,1283.5
286,-73.961,40.801,1043.0,1074.0,1241.0,1361.0,1237.5,2031.0,2450.5,1898.0,2623.0,1806.5,1220.5
287,-73.961,40.802,1043.0,790.5,1047.0,974.0,1472.5,2325.5,2639.5,2707.0,2706.5,2053.0,1440.5
288,-73.961,40.81,1096.5,1053.5,1220.0,1276.0,1370.75,1517.75,1569.0,1488.5,1608.0,1642.5,1467.0
289,-73.96,40.759,1329.0,1376.0,1498.0,1537.0,2705.0,2809.5,2744.5,2502.0,2709.0,2518.5,1916.5
290,-73.96,40.773,929.0,995.0,1079.0,1233.0,1322.5,1411.5,1432.5,1347.0,1330.5,1617.5,1524.5
291,-73.96,40.774,1179.5,1211.0,1274.0,1447.0,1693.25,1645.5,1694.5,1686.0,1827.0,2083.0,1804.0
292,-73.96,40.78,876.0,1195.0,1352.0,1502.0,1594.5,1735.75,1800.0,1733.5,1827.0,1710.5,1491.0
293,-73.96,40.781,864.0,1014.0,1054.5,971.5,1115.5,1173.5,1166.0,1135.0,1208.0,1411.0,1305.0
294,-73.96,40.79,414.5,577.25,773.75,640.25,967.0,2567.0,3104.5,2806.5,3361.5,1855.0,1044.5
295,-73.96,40.791,462.5,477.0,722.0,544.5,892.0,2537.5,3133.5,2992.0,3355.5,1759.5,944.5
296,-73.96,40.797,889.5,957.5,1244.0,1187.0,1542.0,1910.0,2176.0,2000.0,2194.0,1893.5,1500.5
297,-73.96,40.798,936.5,936.5,1121.0,1122.0,1312.5,1849.0,2048.0,2105.0,2111.5,1683.0,1348.0
298,-73.96,40.799,975.0,1948.0,2051.0,2174.0,2358.0,2344.0,2534.0,2453.0,2514.0,2813.5,2649.0
299,-73.96,40.801,703.5,795.0,932.5,951.5,1163.0,2065.5,2452.0,2482.0,2615.0,1805.5,1143.5
300,-73.96,40.802,703.5,345.0,514.0,366.0,779.5,2367.5,2952.0,3212.0,3206.0,1642.75,909.5
301,-73.96,40.809,913.0,968.0,1074.0,1198.0,1372.0,1657.0,1687.5,1644.0,1710.0,1767.5,1542.0
302,-73.96,40.81,913.0,1025.75,1184.0,1339.0,1365.25,1580.5,1690.5,1788.5,1755.5,1764.5,1586.5
303,-73.96,40.817,1279.5,1237.0,1467.0,1569.0,1767.5,1920.5,1976.5,1868.0,1964.0,2067.0,1914.5
304,-73.96,40.818,1785.5,1913.0,2120.5,2413.5,2541.5,2527.5,2514.5,2482.0,2541.5,2633.0,2475.5
305,-73.96,40.819,1050.5,1008.5,1111.5,1194.0,1507.5,1498.5,1504.0,1237.0,1440.5,1772.0,1776.0
306,-73.96,40.82,908.5,921.5,1105.0,1164.0,1241.0,1205.5,1228.5,1283.0,1182.5,1657.0,1544.0
307,-73.959,40.759,890.5,865.0,936.5,1041.0,1216.0,1418.5,1333.5,1181.0,1401.0,1440.5,1226.5
308,-73.959,40.76,995.5,1146.0,1170.0,1303.0,1464.0,1646.0,1790.5,1665.0,1771.0,1830.0,1499.0
309,-73.959,40.764,1072.5,957.5,1016.0,1161.0,1145.25,1257.0,1294.5,1301.0,1263.5,1611.0,1458.5
310,-73.959,40.774,1084.5,1284.0,1370.0,1474.5,1628.0,1706.5,1676.5,1693.0,1732.0,1956.25,1712.75
311,-73.959,40.775,965.0,1186.0,1313.0,1480.0,1670.0,1794.5,1840.0,1742.0,1793.0,1889.0,1726.5
312,-73.959,40.78,864.0,1072.0,1151.0,1277.0,1270.0,1267.5,1423.5,1451.0,1433.5,1528.5,1375.5
313,-73.959,40.781,993.5,1076.0,1240.0,1360.0,1585.5,1636.0,1639.0,1645.0,1726.0,1725.5,1495.0
314,-73.959,40.782,980.0,843.0,1010.5,1045.0,1195.5,1577.5,1698.0,1645.0,1745.5,1746.0,1489.0
315,-73.959,40.79,396.0,503.0,673.5,541.5,889.0,2460.5,2956.0,3243.0,3211.0,1807.5,971.5
316,-73.959,40.799,1615.0,1483.0,1657.0,1703.0,1599.5,2090.5,2534.0,2220.0,2514.0,2276.5,2064.5
317,-73.959,40.8,846.0,1254.0,1380.0,1507.0,1829.5,1996.0,2035.0,2157.0,2184.5,2172.5,1810.5
318,-73.959,40.809,970.0,1238.0,1385.0,1538.5,1565.5,1887.5,1955.0,1927.0,1982.5,1895.0,1546.0
319,-73.959,40.81,1119.0,965.5,1107.0,1164.0,1386.5,1678.5,1744.0,1705.5,1833.0,1635.0,1341.0
320,-73.959,40.816,1616.0,1364.0,1503.0,1754.0,1890.5,1938.0,1933.0,1892.0,1961.0,2204.0,1949.5
321,-73.959,40.817,1666.0,1405.0,1563.0,1699.0,2287.5,2285.0,2314.0,1940.0,2409.5,2417.0,2232.0
322,-73.959,40.819,1050.5,1150.0,1261.0,1426.0,1431.5,1342.5,1403.5,1442.0,1343.0,1657.0,1636.5
323,-73.959,40.82,1158.0,1071.0,1321.0,1576.0,1722.5,1643.5,1658.5,1481.0,1667.5,1961.5,1798.5
324,-73.959,40.821,1337.5,1107.0,1264.0,1358.0,1633.0,1678.5,1673.0,1420.0,1644.5,1867.5,1853.0
325,-73.958,40.76,877.5,730.25,769.5,854.5,1082.0,1117.5,1168.0,864.5,1092.0,1459.5,1175.0
326,-73.958,40.761,779.0,704.0,829.5,839.0,1032.0,1356.0,1544.0,1485.0,1506.5,1354.0,1073.5
327,-73.958,40.762,939.0,993.5,1024.0,1153.0,1040.0,1647.0,1594.5,1632.0,1696.5,1362.0,1055.0
328,-73.958,40.763,1230.5,1167.0,1247.5,1345.0,1848.25,2155.0,2443.5,1852.5,2492.25,2284.25,1862.0
329,-73.958,40.764,1072.5,826.0,942.5,1071.0,1226.0,1429.5,1601.5,1564.0,1730.5,1860.0,1565.5
330,-73.958,40.765,893.5,916.5,1161.0,1149.5,1373.0,1753.0,1784.5,1668.0,1858.0,1785.0,1384.0
331,-73.958,40.766,1164.5,978.0,1023.5,1063.0,1551.0,1488.0,1656.0,1424.0,1502.5,1884.0,1950.0
332,-73.958,40.774,885.5,1196.0,1309.0,1477.0,1416.0,1625.0,1886.0,2010.0,1918.5,1586.0,1340.5
333,-73.958,40.775,896.0,984.0,1171.5,1223.0,1459.5,1640.5,1681.0,1962.5,1700.0,1711.5,1478.0
334,-73.958,40.777,1169.5,1301.0,1453.0,1615.0,1431.5,1574.0,1570.5,1657.0,1579.5,1738.5,1630.0
335,-73.958,40.781,1025.5,1173.0,1257.0,1347.0,1522.5,1636.0,1770.5,1496.0,1741.0,1864.0,1638.0
336,-73.958,40.782,971.5,1071.0,1147.0,1300.0,1377.0,1592.5,1688.5,1749.0,1754.5,1757.5,1528.0
337,-73.958,40.783,971.5,1528.0,1676.0,1865.0,2070.0,2096.75,2208.5,2177.0,2255.75,2305.75,1992.25
338,-73.958,40.789,549.0,799.0,933.0,896.5,1140.5,2525.0,2909.0,2887.0,3138.0,1883.5,1221.5
339,-73.958,40.79,488.0,687.0,860.5,797.75,1136.0,2949.5,3582.0,3772.5,3937.0,2103.5,1178.5
340,-73.958,40.8,1127.5,1435.0,1512.0,1691.0,1914.0,2087.0,2210.5,1932.0,2232.0,2374.5,2144.0
341,-73.958,40.801,1127.5,1215.0,1540.0,1691.0,2209.5,2300.5,2353.0,2351.0,2343.0,2553.5,2277.0
342,-73.958,40.805,1268.0,1019.5,1108.5,1137.0,1507.5,1772.0,2123.5,1947.0,2121.5,2174.5,1850.0
343,-73.958,40.806,561.0,862.0,1042.0,1010.0,1179.5,2232.0,2561.25,2411.0,2762.5,1794.5,1224.5
344,-73.958,40.807,473.5,865.5,1099.0,1016.5,1170.0,2200.0,2500.5,2644.0,2693.0,1804.5,1234.5
345,-73.958,40.81,1190.5,626.5,709.5,716.0,1045.0,1314.0,1312.0,1142.25,1455.0,1565.5,1332.5
346,-73.958,40.811,1346.0,1131.0,1233.0,1399.0,1716.0,2143.0,2294.0,2190.0,2322.5,2110.0,1783.5
347,-73.958,40.812,1318.0,962.0,1139.0,1136.0,1002.0,1950.5,2273.5,1807.0,2291.0,1750.5,1187.0
348,-73.958,40.814,1333.5,794.0,973.75,912.75,1300.5,2606.75,2985.5,2935.0,3090.25,2134.75,1544.75
349,-73.958,40.815,1498.5,1694.0,1772.0,1935.0,2062.0,2243.0,2350.25,2249.0,2473.0,2458.0,2342.0
350,-73.958,40.816,1174.0,996.5,1048.0,1329.0,1452.0,1547.0,1586.5,1604.0,1573.0,1847.5,1660.5
351,-73.958,40.817,1405.5,815.5,967.0,997.0,1139.5,1489.25,1628.25,1330.5,1682.25,1455.0,1114.5
352,-73.958,40.821,1007.5,1130.0,1305.0,1467.0,1585.0,1569.5,1598.0,1531.0,1595.5,1750.0,1682.0
353,-73.958,40.822,1007.5,1440.0,1580.0,1669.0,1875.0,1878.5,1890.5,2072.0,1980.5,2303.5,2177.5
354,-73.957,40.761,939.0,673.0,815.5,744.0,1030.0,1647.5,1797.5,2048.0,1937.0,1443.0,1064.5
355,-73.957,40.762,884.5,667.0,774.0,702.25,1221.5,1852.5,1966.5,1994.0,2060.0,1523.0,1037.0
356,-73.957,40.763,973.0,946.0,1065.5,1139.0,1239.0,1688.0,1656.0,1591.0,1783.0,1519.5,1283.5
357,-73.957,40.764,1127.5,1072.0,1294.0,1303.0,1871.5,2137.25,2112.5,2346.0,2246.25,2110.25,1697.5
358,-73.957,40.765,1164.5,790.5,784.5,955.5,1747.5,1597.0,1539.0,1016.0,1576.0,1955.5,1915.0
359,-73.957,40.766,1023.5,1149.0,1235.5,1320.0,1315.0,1681.25,1708.5,1519.0,1753.5,1788.0,1657.0
360,-73.957,40.767,1301.0,1149.0,1194.0,1247.0,1313.0,1512.5,1693.0,1874.0,1595.0,1491.0,1277.5
361,-73.957,40.774,890.5,889.0,986.5,1088.0,1206.5,1522.0,1562.5,1601.0,1641.0,1524.5,1239.0
362,-73.957,40.775,902.25,1375.5,1579.5,1610.0,1491.75,1787.75,1919.5,2087.0,2002.75,1828.5,1553.5
363,-73.957,40.776,1292.5,1197.25,1327.5,1443.0,2030.75,2357.25,2485.25,2337.0,2497.5,2422.0,2178.0
364,-73.957,40.777,1292.5,1197.0,1274.0,1513.0,1591.5,1962.5,2184.5,1992.0,2208.5,1945.5,1630.0
365,-73.957,40.778,1100.0,1361.0,1422.0,1531.0,1587.5,1756.5,1858.5,1824.0,1843.5,2055.0,1907.5
366,-73.957,40.779,1105.5,1279.5,1346.0,1422.5,2386.0,2252.0,2340.0,1834.5,2253.5,2676.5,2601.0
367,-73.957,40.783,931.5,863.5,940.5,956.5,975.75,1032.0,1144.25,1233.0,1165.25,1307.25,1138.0
368,-73.957,40.784,1062.0,840.25,911.75,1019.0,1108.0,1168.75,1259.75,1225.5,1277.75,1432.5,1324.75
369,-73.957,40.789,454.5,574.0,738.5,610.5,970.5,2525.5,3018.5,3088.0,3138.0,1863.5,1062.5
370,-73.957,40.79,462.5,506.5,725.5,501.0,999.0,2612.0,3111.5,3489.0,3446.5,1925.0,1072.5
371,-73.957,40.791,354.5,352.5,519.5,310.5,834.5,2549.0,3085.0,3165.0,3240.0,1818.5,908.5
372,-73.957,40.805,1235.0,1144.0,1252.0,1334.0,1714.0,1928.0,2123.5,1995.0,2169.5,2199.0,1889.5
373,-73.957,40.807,773.0,628.0,804.5,756.75,1084.5,2128.0,2448.0,2218.0,2623.5,1660.5,1127.0
374,-73.957,40.808,627.0,508.75,676.0,522.0,958.0,2366.75,2845.75,3001.5,3036.75,1841.5,1135.5
375,-73.957,40.811,1318.0,701.5,951.5,865.5,1002.0,1950.5,2273.5,2321.0,2291.0,1750.5,1187.0
376,-73.957,40.812,1441.5,1147.0,1265.0,1375.0,1665.0,2106.0,2193.5,2119.0,2364.0,2122.5,1680.0
377,-73.957,40.813,1004.0,675.0,836.5,799.0,1126.0,2016.5,2432.5,2128.0,2510.5,1694.5,1134.0
378,-73.957,40.814,1048.0,702.75,810.0,764.0,1169.0,1786.0,1969.5,2221.0,2065.5,1750.5,1388.0
379,-73.957,40.815,1266.0,1197.0,1306.0,1372.0,1705.5,2164.5,2269.5,2086.0,2217.5,2214.5,1994.0
380,-73.957,40.816,1262.0,810.0,974.5,990.0,1447.75,1925.0,2141.5,2238.0,2162.5,1975.5,1578.5
381,-73.957,40.817,1026.5,798.0,886.0,1004.0,1048.0,1310.5,1457.5,1304.0,1467.5,1393.0,1036.5
382,-73.957,40.818,1266.0,1046.5,1184.0,1326.0,1516.5,1498.0,1561.0,1433.0,1531.0,1737.5,1558.5
383,-73.957,40.822,864.0,1052.0,1203.0,1337.0,1777.5,1918.0,2086.0,1982.0,2101.5,2080.0,1946.0
384,-73.957,40.823,569.0,674.5,853.0,878.5,1125.5,1810.5,1893.0,1933.0,2166.5,1710.5,1299.5
385,-73.956,40.763,681.5,943.0,1119.0,1084.0,1286.5,1771.5,1845.0,1812.0,2131.5,1519.5,1180.0
386,-73.956,40.767,1215.0,1221.0,1375.0,1450.0,1457.5,1699.5,1559.5,1559.0,1763.5,1839.5,1509.5
387,-73.956,40.768,1308.5,1070.0,1124.5,1248.0,1407.5,1565.0,1533.0,1393.0,1533.5,1664.5,1511.0
388,-73.956,40.769,1531.5,1370.0,1502.0,1579.0,1919.0,2105.0,2165.0,1901.0,2194.0,2408.5,2227.5
389,-73.956,40.773,926.0,1589.0,1762.0,1952.0,1785.5,1989.5,2066.0,2156.0,2023.0,2154.5,1956.5
390,-73.956,40.774,726.0,809.5,920.0,992.75,1194.0,1656.0,1869.5,1819.0,1852.5,1738.5,1396.0
391,-73.956,40.776,1153.0,1253.0,1465.0,1495.0,1669.0,1832.5,1875.0,2123.0,1980.0,2189.5,2007.75
392,-73.956,40.777,1153.0,1197.0,1256.0,1371.0,1572.0,1843.0,1947.0,1993.0,1938.0,2036.5,1914.5
393,-73.956,40.778,1170.5,1790.0,1907.0,2071.0,1628.0,1554.5,1628.0,2124.0,1645.5,1852.5,1775.5
394,-73.956,40.779,1156.5,1244.0,1407.0,1477.0,1737.5,1848.5,1854.5,1631.0,1672.5,2102.0,1998.0
395,-73.956,40.78,1093.25,1316.0,1476.5,1603.0,1459.5,1561.0,1637.5,1962.0,1656.0,1934.0,1813.5
396,-73.956,40.783,927.5,946.5,1129.0,1251.0,1368.5,1771.0,1881.5,2028.0,2012.0,1825.5,1506.0
397,-73.956,40.789,439.5,451.0,575.0,461.5,860.5,2500.5,3153.0,3076.0,3398.0,1834.5,1026.0
398,-73.956,40.791,426.5,546.0,760.25,615.0,1038.0,2609.5,3215.5,3438.0,3637.0,2149.0,1164.0
399,-73.956,40.792,476.5,475.5,658.5,479.5,972.5,2756.5,3289.0,3136.0,3488.5,1960.5,1068.0
400,-73.956,40.795,300.5,373.0,509.75,316.5,767.25,2646.0,3292.5,3653.5,3557.5,1800.75,919.75
401,-73.956,40.796,323.5,432.75,558.0,432.5,763.5,2527.5,3109.5,3406.0,3264.5,1788.0,882.0
402,-73.956,40.804,1076.0,1173.0,1317.0,1464.0,1418.0,1559.5,1622.0,1575.0,1639.5,1661.0,1448.5
403,-73.956,40.805,1235.0,948.5,1113.0,1161.0,1414.5,2034.0,2198.0,1890.0,2250.0,2013.5,1663.0
404,-73.956,40.808,638.0,861.5,966.5,982.0,1196.0,2222.0,2580.0,2365.0,2681.5,1864.0,1315.5
405,-73.956,40.809,1026.5,891.5,1058.0,1121.0,1234.5,2114.0,2427.0,1943.0,2570.0,1861.5,1437.5
406,-73.956,40.812,942.0,713.5,826.5,857.5,1657.5,2948.0,3247.5,3259.0,3459.5,2259.5,1307.0
407,-73.956,40.813,942.0,911.0,992.5,1021.5,1202.0,1876.5,1966.5,1905.0,2083.5,1710.5,1416.0
408,-73.956,40.814,1278.0,1250.0,1374.0,1508.0,1622.5,1786.0,1838.5,1761.0,1923.5,1936.5,1722.0
409,-73.956,40.815,1131.0,911.5,1052.0,1072.5,1330.5,1989.5,2265.5,2083.0,2284.0,2029.5,1545.5
410,-73.956,40.818,1157.0,1060.5,1168.0,1340.0,1516.5,1498.0,1561.0,1445.0,1518.0,1737.5,1558.5
411,-73.956,40.819,1100.75,954.5,1051.25,1159.0,1298.5,1375.5,1455.5,1356.5,1478.5,1579.0,1397.0
412,-73.956,40.822,1241.0,1513.0,1462.0,1652.0,1407.0,1604.5,1652.0,1891.0,1719.5,1756.0,1420.5
413,-73.956,40.823,635.5,901.5,1072.0,1038.0,1327.5,1849.0,2112.0,2026.0,2186.5,1797.0,1345.5
414,-73.955,40.768,1531.5,1491.0,1502.0,1605.0,1943.0,2105.0,2165.0,1901.0,2194.0,2408.5,2246.5
415,-73.955,40.769,1337.0,1388.5,1453.0,1577.5,1876.75,1877.5,1922.5,1788.0,1970.5,2299.0,2246.5
416,-73.955,40.773,856.0,1175.0,1291.0,1394.0,1577.0,1708.5,1807.5,1952.0,1812.0,1791.5,1496.5
417,-73.955,40.774,926.0,967.5,1108.0,1202.0,1299.5,1587.5,1682.5,1687.0,1758.5,1715.5,1515.5
418,-73.955,40.776,1419.0,1546.0,1670.0,1839.0,2282.5,2259.0,2342.5,2022.0,2327.5,2669.0,2540.5
419,-73.955,40.779,1137.0,885.5,954.0,1116.0,1510.0,1495.5,1502.5,1128.0,1442.0,1801.5,1681.5
420,-73.955,40.78,1014.0,1109.0,1202.0,1295.0,1420.0,1445.0,1525.0,1721.0,1578.5,1837.5,1741.0
421,-73.955,40.781,1088.5,1055.5,1097.5,1241.0,1500.0,1517.5,1517.5,1493.0,1560.0,2082.0,1960.5
422,-73.955,40.782,1125.5,796.5,918.0,890.5,1139.5,1862.0,2030.5,2378.0,2030.5,1713.0,1323.0
423,-73.955,40.783,917.0,1101.0,1261.0,1323.0,1353.0,1663.5,1845.0,1913.0,1905.5,1860.5,1563.5
424,-73.955,40.787,1173.5,1123.0,1348.0,1507.0,1649.0,1928.5,2172.5,2028.0,2067.0,1999.0,1665.0
425,-73.955,40.788,1117.5,1018.0,1118.5,1185.5,1505.5,2030.0,2198.5,2400.0,2249.5,1963.5,1574.0
426,-73.955,40.789,683.0,858.0,919.5,883.5,1062.5,2131.0,2240.0,2537.0,2249.5,1844.5,1142.5
427,-73.955,40.792,459.5,519.0,723.5,592.5,923.5,2375.5,2788.5,3033.0,3013.5,1903.0,1094.0
428,-73.955,40.793,532.5,631.5,797.0,748.0,1087.0,2278.0,2756.0,2739.0,2903.0,1826.0,1143.0
429,-73.955,40.794,455.0,707.0,877.5,821.0,1167.5,2361.5,2815.5,2908.0,2946.5,1942.0,1204.0
430,-73.955,40.795,461.5,360.5,496.5,333.5,782.0,2668.0,3396.0,3423.0,3623.5,1856.0,936.0
431,-73.955,40.796,500.5,505.5,642.0,472.0,826.0,2533.0,3191.5,3182.0,3444.0,1892.0,1023.5
432,-73.955,40.797,626.0,428.5,545.0,424.5,800.0,2647.0,3194.0,3195.0,3409.0,1824.5,978.0
433,-73.955,40.798,370.0,305.5,476.0,261.5,717.0,3011.0,3882.5,4091.0,4159.0,1881.5,871.5
