Longitude,Latitude,datetime,UHI Index,Thermal,Red,Green,Blue,Near Infared,Building Height Only Proximity,Natural Proximity,BO1,BO2,BO3,BO4,BO5,BO6,BO7,BO8,B8A,B11,B12,vv,vh
-73.92490667,40.842565,24-07-2021 15:46,0.988697495,35.91929462000002,0.0955699999999999,0.08776,0.0684549999999999,0.1202099999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,602.0,222.0
-73.92487333,40.84259833,24-07-2021 15:46,0.988697495,35.91929462000002,0.0955699999999999,0.08776,0.0684549999999999,0.1202099999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,525.0,184.0
-73.92485333,40.84263667,24-07-2021 15:46,0.98653378,35.91929462000002,0.0955699999999999,0.08776,0.0684549999999999,0.1202099999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,525.0,184.0
-73.92481333,40.84267667,24-07-2021 15:46,0.984370065,35.83384411999998,0.0950475,0.0864674999999999,0.0825624999999999,0.1073399999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,525.0,184.0
-73.92479167,40.84271333,24-07-2021 15:46,0.984370065,35.83384411999998,0.0950475,0.0864674999999999,0.0825624999999999,0.1073399999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,535.0,289.0
-73.92477,40.84276667,24-07-2021 15:46,0.984370065,35.83384411999998,0.0950475,0.0864674999999999,0.0825624999999999,0.1073399999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,284.0,127.0
-73.92473833,40.84281833,24-07-2021 15:46,0.984370065,35.83384411999998,0.0950475,0.0864674999999999,0.0825624999999999,0.1073399999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,284.0,127.0
-73.92471833,40.84288667,24-07-2021 15:46,0.98653378,35.987655020000034,0.08886,0.0805,0.0812149999999999,0.1169375,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,319.0,176.0
-73.92469333,40.84296,24-07-2021 15:46,0.98653378,35.987655020000034,0.08886,0.0805,0.0812149999999999,0.1169375,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,590.0,193.0
-73.92467833,40.84302833,24-07-2021 15:46,0.980042635,35.70395936,0.1161674999999999,0.10635,0.0830575,0.1539525,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,644.0,252.0
-73.92464667,40.843155,24-07-2021 15:46,0.98220635,35.70395936,0.1161674999999999,0.10635,0.0830575,0.1539525,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,608.0,278.0
-73.92464167,40.84321333,24-07-2021 15:46,0.98220635,35.70395936,0.1161674999999999,0.10635,0.0830575,0.1539525,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,608.0,278.0
-73.92463667,40.84326333,24-07-2021 15:46,0.980042635,35.70395936,0.1161674999999999,0.10635,0.0830575,0.1539525,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,608.0,278.0
-73.924625,40.84333667,24-07-2021 15:46,0.980042635,35.70395936,0.1161674999999999,0.10635,0.0830575,0.1539525,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,582.0,376.0
-73.92462167,40.84336,24-07-2021 15:46,0.980042635,35.70395936,0.1161674999999999,0.10635,0.0830575,0.1539525,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,582.0,376.0
-73.92462333,40.84337667,24-07-2021 15:46,0.980042635,35.85777026000005,0.1091274999999999,0.09854,0.0863849999999999,0.1523574999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,267.0,186.0
-73.92458833,40.843475,24-07-2021 15:46,0.975715205,35.85777026000005,0.1091274999999999,0.09854,0.0863849999999999,0.1523574999999999,73.01036236499999,137.2465,1199.25,1060.0,1153.0,1231.0,1476.5,1833.5,1939.5,1879.0,1989.0,2069.5,1785.0,391.0,223.0
-73.924555,40.84352167,24-07-2021 15:46,0.975715205,35.85777026000005,0.1091274999999999,0.09854,0.0863849999999999,0.1523574999999999,66.80372483599999,122.00533333333334,1209.5,822.5,980.0,942.5,1425.0,2403.0,2934.5,2414.0,3051.5,2257.5,1987.0,391.0,223.0
-73.92452167,40.84357333,24-07-2021 15:46,0.980042635,35.71763143999999,0.0962575,0.0919125,0.0893824999999999,0.1329425,66.80372483599999,122.00533333333334,1209.5,822.5,980.0,942.5,1425.0,2403.0,2934.5,2414.0,3051.5,2257.5,1987.0,644.0,336.0
-73.92443,40.84363167,24-07-2021 15:47,0.97787892,35.71763143999999,0.0962575,0.0919125,0.0893824999999999,0.1329425,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,666.0,299.0
-73.92432,40.84373,24-07-2021 15:47,0.980162841,35.91245858000002,0.1144625,0.106845,0.0806925,0.1541175,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,276.0,121.0
-73.92429833,40.84374833,24-07-2021 15:47,0.980162841,35.91245858000002,0.1144625,0.106845,0.0806925,0.1541175,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,276.0,121.0
-73.92427833,40.84376833,24-07-2021 15:47,0.980162841,35.91245858000002,0.1144625,0.106845,0.0806925,0.1541175,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,276.0,121.0
-73.92425667,40.84378833,24-07-2021 15:47,0.980162841,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,413.0,305.0
-73.92424,40.84380667,24-07-2021 15:47,0.980162841,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,413.0,305.0
-73.92423,40.843825,24-07-2021 15:47,0.980162841,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,413.0,305.0
-73.92417667,40.84387333,24-07-2021 15:47,0.982326556,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,869.0,534.0
-73.92416167,40.843905,24-07-2021 15:47,0.982326556,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,869.0,534.0
-73.92415,40.84393833,24-07-2021 15:47,0.982326556,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,619.0,339.0
-73.92412667,40.84396833,24-07-2021 15:47,0.986653986,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,619.0,339.0
-73.92408833,40.84398833,24-07-2021 15:47,0.986653986,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,869.0,534.0
-73.92405,40.844,24-07-2021 15:47,0.980162841,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,792.0,582.0
-73.92400833,40.84401833,24-07-2021 15:47,0.980162841,35.13656804000004,0.1030225,0.1025825,0.0798674999999999,0.1493875,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,792.0,582.0
-73.92392833,40.844065,24-07-2021 15:47,0.988817701,34.58968484000002,0.10668,0.09469,0.0807474999999999,0.1274425,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,913.0,565.0
-73.92389,40.84408833,24-07-2021 15:47,0.986653986,34.58968484000002,0.10668,0.09469,0.0807474999999999,0.1274425,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,1062.0,293.0
-73.92384833,40.84411,24-07-2021 15:47,0.986653986,35.25961676000003,0.102995,0.0973574999999999,0.0819024999999999,0.143145,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,1062.0,293.0
-73.92378833,40.84412333,24-07-2021 15:47,0.990981416,35.25961676000003,0.102995,0.0973574999999999,0.0819024999999999,0.143145,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,845.0,380.0
-73.923655,40.84414333,24-07-2021 15:47,0.993145131,34.893888619999984,0.125875,0.113885,0.0903999999999999,0.1761725,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,689.0,524.0
-73.92360833,40.844145,24-07-2021 15:47,0.993145131,34.893888619999984,0.125875,0.113885,0.0903999999999999,0.1761725,52.567905163333336,136.61066666666667,1143.0,1064.0,1197.0,1278.0,1801.5,2149.0,2252.5,2077.0,2301.5,2304.5,1916.5,621.0,547.0
-73.92344833,40.84410333,24-07-2021 15:47,1.00179999,34.73324167999999,0.162285,0.166795,0.13066,0.185605,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,335.0,265.0
-73.92342333,40.84410167,24-07-2021 15:47,1.00179999,34.73324167999999,0.162285,0.166795,0.13066,0.185605,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,335.0,265.0
-73.92328333,40.844055,24-07-2021 15:47,1.00612742,34.200030560000016,0.119715,0.1144075,0.1079175,0.1732024999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,714.0,505.0
-73.92326333,40.84403833,24-07-2021 15:47,1.00612742,34.200030560000016,0.119715,0.1144075,0.1079175,0.1732024999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,714.0,505.0
-73.92326,40.843985,24-07-2021 15:47,1.00179999,34.200030560000016,0.119715,0.1144075,0.1079175,0.1732024999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,610.0,365.0
-73.92325833,40.84391333,24-07-2021 15:47,1.00179999,34.200030560000016,0.119715,0.1144075,0.1079175,0.1732024999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,610.0,365.0
-73.92325,40.84383833,24-07-2021 15:47,0.999636275,34.200030560000016,0.119715,0.1144075,0.1079175,0.1732024999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,355.0,231.0
-73.92323333,40.843755,24-07-2021 15:48,0.999636275,34.200030560000016,0.119715,0.1144075,0.1079175,0.1732024999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,355.0,231.0
-73.92323167,40.84368167,24-07-2021 15:48,1.00179999,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,496.0,243.0
-73.92323667,40.84361833,24-07-2021 15:48,1.00179999,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,558.0,156.0
-73.92323833,40.84356667,24-07-2021 15:48,1.00612742,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,558.0,156.0
-73.92323667,40.843525,24-07-2021 15:48,1.00612742,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,55.56949999999998,137.15050000000002,1057.5,1324.0,1408.0,1411.0,1926.5,2227.5,2325.5,2121.0,2256.0,2086.0,1786.0,635.0,298.0
-73.92323667,40.84348833,24-07-2021 15:48,1.00179999,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,635.0,298.0
-73.923235,40.84345,24-07-2021 15:48,1.00179999,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,635.0,298.0
-73.92323333,40.843415,24-07-2021 15:48,0.999636275,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,635.0,298.0
-73.92323333,40.84338667,24-07-2021 15:48,0.999636275,34.60335692000001,0.0892999999999999,0.0823149999999999,0.07456,0.1287074999999999,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,635.0,298.0
-73.92323167,40.84336167,24-07-2021 15:48,1.008291135,35.05453555999998,0.13561,0.1222449999999999,0.09909,0.1672075,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,751.0,448.0
-73.92323,40.84333833,24-07-2021 15:48,1.008291135,35.05453555999998,0.13561,0.1222449999999999,0.09909,0.1672075,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,751.0,448.0
-73.923205,40.84323,24-07-2021 15:48,0.999636275,35.05453555999998,0.13561,0.1222449999999999,0.09909,0.1672075,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,725.0,411.0
-73.92319667,40.84317167,24-07-2021 15:48,1.00612742,35.05453555999998,0.13561,0.1222449999999999,0.09909,0.1672075,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,526.0,354.0
-73.92316833,40.84308,24-07-2021 15:48,1.008411341,35.05453555999998,0.13561,0.1222449999999999,0.09909,0.1672075,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,902.0,403.0
-73.92315833,40.84304167,24-07-2021 15:48,1.006247626,35.05453555999998,0.13561,0.1222449999999999,0.09909,0.1672075,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,902.0,403.0
-73.923145,40.843,24-07-2021 15:48,1.006247626,35.5569845,0.1222174999999999,0.1166625,0.0902625,0.1827725,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,800.0,431.0
-73.9231,40.84289667,24-07-2021 15:48,1.004083911,35.327977160000046,0.0770624999999999,0.090345,0.066035,0.1998225,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,461.0,345.0
-73.923075,40.84283833,24-07-2021 15:48,1.004083911,35.327977160000046,0.0770624999999999,0.090345,0.066035,0.1998225,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,461.0,345.0
-73.92304333,40.84277167,24-07-2021 15:48,1.001920197,35.327977160000046,0.0770624999999999,0.090345,0.066035,0.1998225,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,461.0,345.0
-73.923015,40.842695,24-07-2021 15:48,1.001920197,35.327977160000046,0.0770624999999999,0.090345,0.066035,0.1998225,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,249.0,275.0
-73.92298833,40.842615,24-07-2021 15:48,1.006247626,35.78599184000001,0.1369575,0.128515,0.1337674999999999,0.1569499999999999,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,269.0,204.0
-73.922955,40.84252833,24-07-2021 15:48,1.006247626,35.78599184000001,0.1369575,0.128515,0.1337674999999999,0.1569499999999999,37.58657142857142,107.57485714285714,1327.5,1427.0,1591.0,1866.0,1992.0,2054.0,2240.0,2245.0,2256.0,2368.5,1998.25,269.0,204.0
-73.92292333,40.84244667,24-07-2021 15:48,1.001920197,35.78599184000001,0.1369575,0.128515,0.1337674999999999,0.1569499999999999,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,333.0,141.0
-73.92289667,40.84236167,24-07-2021 15:48,1.001920197,36.26109661999999,0.1204299999999999,0.1221074999999999,0.1065975,0.1652,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,259.0,127.0
-73.92287,40.84227667,24-07-2021 15:48,1.001920197,36.26109661999999,0.1204299999999999,0.1221074999999999,0.1065975,0.1652,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,197.0,120.0
-73.92283833,40.84219,24-07-2021 15:48,1.001920197,36.26109661999999,0.1204299999999999,0.1221074999999999,0.1065975,0.1652,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,362.0,176.0
-73.9228,40.84210333,24-07-2021 15:48,1.006247626,36.35338316000002,0.1061024999999999,0.09843,0.0801425,0.1470775,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,263.0,225.0
-73.92275667,40.84201667,24-07-2021 15:48,1.006247626,36.70885724000004,0.097385,0.0938375,0.0832224999999999,0.1503225,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,263.0,225.0
-73.92271,40.841935,24-07-2021 15:48,1.001920197,36.70885724000004,0.097385,0.0938375,0.0832224999999999,0.1503225,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,401.0,307.0
-73.92267167,40.841855,24-07-2021 15:48,1.001920197,36.70885724000004,0.097385,0.0938375,0.0832224999999999,0.1503225,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,388.0,233.0
-73.92264,40.84177833,24-07-2021 15:48,1.001920197,36.70885724000004,0.097385,0.0938375,0.0832224999999999,0.1503225,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,426.0,225.0
-73.92261167,40.84170333,24-07-2021 15:48,1.001920197,36.70885724000004,0.097385,0.0938375,0.0832224999999999,0.1503225,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,426.0,225.0
-73.92258333,40.84163,24-07-2021 15:48,0.999756482,36.91393844000004,0.1158374999999999,0.1107225,0.10943,0.1651175,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,264.0,287.0
-73.92255,40.841555,24-07-2021 15:48,0.999756482,36.55162832000002,0.0908125,0.0831124999999999,0.0745049999999999,0.131265,35.34070093066667,102.991,1359.0,1365.5,1530.0,1707.0,1822.0,1895.0,2031.5,1973.0,2057.0,2171.25,1971.5,304.0,287.0
-73.9225,40.84148333,24-07-2021 15:48,0.999756482,36.55162832000002,0.0908125,0.0831124999999999,0.0745049999999999,0.131265,59.54184762500002,100.0758,1495.0,1458.0,1645.0,2066.0,2449.5,2471.5,2618.0,2610.0,2612.0,2796.0,2552.5,247.0,198.0
-73.92245333,40.84141333,24-07-2021 15:48,0.999756482,36.55162832000002,0.0908125,0.0831124999999999,0.0745049999999999,0.131265,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,201.0,161.0
-73.92240667,40.84134833,24-07-2021 15:48,0.999756482,36.55162832000002,0.0908125,0.0831124999999999,0.0745049999999999,0.131265,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,191.0,151.0
-73.92235667,40.84129,24-07-2021 15:48,0.999756482,36.61657070000001,0.0898499999999999,0.08743,0.0775299999999999,0.1264525,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,252.0,46.0
-73.922305,40.84124167,24-07-2021 15:48,0.995429052,36.61657070000001,0.0898499999999999,0.08743,0.0775299999999999,0.1264525,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,252.0,46.0
-73.92225667,40.84119833,24-07-2021 15:49,0.995429052,36.43883366,0.1102,0.0984025,0.085285,0.1323099999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,304.0,112.0
-73.92221667,40.841155,24-07-2021 15:49,0.995429052,36.43883366,0.1102,0.0984025,0.085285,0.1323099999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,304.0,112.0
-73.92219,40.84111833,24-07-2021 15:49,0.995429052,36.43883366,0.1102,0.0984025,0.085285,0.1323099999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,391.0,111.0
-73.92217,40.84109,24-07-2021 15:49,0.988937907,36.43883366,0.1102,0.0984025,0.085285,0.1323099999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,391.0,111.0
-73.92215667,40.84107167,24-07-2021 15:49,0.988937907,36.43883366,0.1102,0.0984025,0.085285,0.1323099999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,391.0,111.0
-73.92201833,40.84106167,24-07-2021 15:49,0.995429052,36.49694,0.1144899999999999,0.1094574999999999,0.100795,0.2165699999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,227.0,120.0
-73.922,40.84107667,24-07-2021 15:49,0.995429052,36.49694,0.1144899999999999,0.1094574999999999,0.100795,0.2165699999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,227.0,120.0
-73.92178167,40.84126667,24-07-2021 15:49,1.002040403,36.49694,0.1144899999999999,0.1094574999999999,0.100795,0.2165699999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,415.0,162.0
-73.92173833,40.84130667,24-07-2021 15:49,0.999876688,36.51744812000004,0.2792425,0.249515,0.197705,0.3313824999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,303.0,98.0
-73.921715,40.841325,24-07-2021 15:49,0.999876688,36.51744812000004,0.2792425,0.249515,0.197705,0.3313824999999999,72.62964762500002,86.988,1495.0,1361.0,1484.0,1848.0,2102.5,2173.0,2353.0,2168.0,2414.0,2370.0,2097.0,303.0,98.0
-73.92150667,40.841505,24-07-2021 15:49,1.010695263,36.51744812000004,0.2792425,0.249515,0.197705,0.3313824999999999,38.84874254405881,103.7124705882353,1376.5,1230.0,1387.0,1547.0,1716.5,1806.0,1871.5,1971.0,1950.5,2218.5,1990.0,200.0,96.0
-73.921485,40.84154167,24-07-2021 15:49,1.015022692,36.62682475999998,0.1696,0.1594249999999999,0.1178724999999999,0.2403575,48.065181494,113.781625,1372.0,1223.0,1343.0,1478.0,1614.5,1914.5,1983.5,1811.0,1944.5,2143.5,1884.5,355.0,144.0
-73.92145833,40.841585,24-07-2021 15:49,1.015022692,36.62682475999998,0.1696,0.1594249999999999,0.1178724999999999,0.2403575,48.065181494,113.781625,1372.0,1223.0,1343.0,1478.0,1614.5,1914.5,1983.5,1811.0,1944.5,2143.5,1884.5,163.0,124.0
